stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
stop_227_36219,,"Miodowa","",50.053886,19.948108,,,0,,,,
stop_227_36229,,"Miodowa","",50.05321,19.9489,,,0,,,,
stop_228_36319,,"Hala Targowa","",50.058639,19.948875,,,0,,,,
stop_228_36329,,"Hala Targowa","",50.058678,19.948657,,,0,,,,
stop_230_36519,,"Rondo Grzegórzeckie","",50.057888,19.960296,,,0,,,,
stop_230_36529,,"Rondo Grzegórzeckie","",50.057558,19.957748,,,0,,,,
stop_230_36539,,"Rondo Grzegórzeckie","",50.058426,19.959244,,,0,,,,
stop_230_36549,,"Rondo Grzegórzeckie","",50.056894,19.958941,,,0,,,,
stop_232_36819,,"Fabryczna","",50.060437,19.970172,,,0,,,,
stop_232_36829,,"Fabryczna","",50.060251,19.971272,,,0,,,,
stop_233_36919,,"Ofiar Dąbia","",50.05959,19.976363,,,0,,,,
stop_233_36929,,"Ofiar Dąbia","",50.059629,19.976271,,,0,,,,
stop_234_37019,,"Dąbie","",50.060724,19.979185,,,0,,,,
stop_234_37029,,"Dąbie","",50.060709,19.979012,,,0,,,,
stop_237_37719,,"Os. Złotego Wieku","",50.093749,20.004333,,,0,,,,
stop_237_37729,,"Os. Złotego Wieku","",50.093667,20.004478,,,0,,,,
stop_238_37819,,"Os. Piastów","",50.101977,20.012058,,,0,,,,
stop_239_37919,,"Piasta Kołodzieja","",50.097862,20.013018,,,0,,,,
stop_239_37929,,"Piasta Kołodzieja","",50.098526,20.013051,,,0,,,,
stop_240_38219,,"Kleeberga","",50.095792,20.012713,,,0,,,,
stop_240_38229,,"Kleeberga","",50.095759,20.012638,,,0,,,,
stop_241_38319,,"Rondo Piastowskie","",50.094372,20.011221,,,0,,,,
stop_241_38329,,"Rondo Piastowskie","",50.094355,20.011302,,,0,,,,
stop_242_38819,,"Dunikowskiego","",50.092201,20.016038,,,0,,,,
stop_242_38829,,"Dunikowskiego","",50.092518,20.015491,,,0,,,,
stop_243_39219,,"DH Wanda","",50.084477,20.020671,,,0,,,,
stop_243_39229,,"DH Wanda","",50.084432,20.020689,,,0,,,,
stop_245_40719,,"Czyżyny","",50.07399,20.011459,,,0,,,,
stop_245_40729,,"Czyżyny","",50.074038,20.011272,,,0,,,,
stop_246_40819,,"Rondo Czyżyńskie","",50.0733,20.01888,,,0,,,,
stop_246_40829,,"Rondo Czyżyńskie","",50.07358,20.01606,,,0,,,,
stop_246_40839,,"Rondo Czyżyńskie","",50.074193,20.018028,,,0,,,,
stop_246_40849,,"Rondo Czyżyńskie","",50.072758,20.017068,,,0,,,,
stop_248_41319,,"Os. Kolorowe","",50.072198,20.0298,,,0,,,,
stop_248_41329,,"Os. Kolorowe","",50.072371,20.028517,,,0,,,,
stop_250_41819,,"Os. Zgody","",50.076921,20.030839,,,0,,,,
stop_250_41829,,"Os. Zgody","",50.076456,20.031524,,,0,,,,
stop_252_42019,,"Teatr Ludowy","",50.082264,20.032708,,,0,,,,
stop_252_42029,,"Teatr Ludowy","",50.081863,20.032035,,,0,,,,
stop_253_42319,,"Struga","",50.074547,20.046307,,,0,,,,
stop_253_42329,,"Struga","",50.074892,20.047467,,,0,,,,
stop_254_42419,,"Os. Na Skarpie","",50.069813,20.045465,,,0,,,,
stop_254_42429,,"Os. Na Skarpie","",50.069704,20.046218,,,0,,,,
stop_255_42919,,"Klasztorna","",50.068607,20.052165,,,0,,,,
stop_255_42929,,"Klasztorna","",50.068478,20.053009,,,0,,,,
stop_257_43519,,"Darwina","",50.089985,20.059244,,,0,,,,
stop_257_43529,,"Darwina","",50.089892,20.059126,,,0,,,,
stop_259_44919,,"Bardosa","",50.067743,20.064949,,,0,,,,
stop_259_44929,,"Bardosa","",50.067772,20.064912,,,0,,,,
stop_260_45019,,"Kopiec Wandy","",50.069952,20.066722,,,0,,,,
stop_260_45029,,"Kopiec Wandy","",50.069726,20.067014,,,0,,,,
stop_261_45119,,"Brama nr 4 (nż)","",50.064955,20.074756,,,0,,,,
stop_261_45129,,"Brama nr 4 (nż)","",50.064899,20.075212,,,0,,,,
stop_263_45319,,"Brama nr 5 (nż)","",50.069176,20.09178,,,0,,,,
stop_263_45329,,"Brama nr 5 (nż)","",50.069071,20.091584,,,0,,,,
stop_264_45419,,"Meksyk (nż)","",50.069815,20.09469,,,0,,,,
stop_264_45429,,"Meksyk (nż)","",50.069892,20.095243,,,0,,,,
stop_265_45719,,"Koksochemia (nż)","",50.071926,20.104695,,,0,,,,
stop_265_45729,,"Koksochemia (nż)","",50.071926,20.104459,,,0,,,,
stop_266_45819,,"Pleszów","",50.072893,20.11689,,,0,,,,
stop_267_45919,,"Kombinat","",50.079135,20.065059,,,0,,,,
stop_267_45929,,"Kombinat","",50.079835,20.065863,,,0,,,,
stop_267_45939,,"Kombinat","",50.0787,20.066005,,,0,,,,
stop_272_46419,,"Elektromontaż","",50.087682,20.064594,,,0,,,,
stop_272_46429,,"Elektromontaż","",50.087727,20.064095,,,0,,,,
stop_273_46519,,"Zajezdnia Nowa Huta","",50.083538,20.065554,,,0,,,,
stop_273_46529,,"Zajezdnia Nowa Huta","",50.08358,20.0656,,,0,,,,
stop_274_46619,,"PH","",50.084174,20.064555,,,0,,,,
stop_275_56019,,"Gromadzka","",50.040619,19.978092,,,0,,,,
stop_275_56029,,"Gromadzka","",50.040657,19.978076,,,0,,,,
stop_276_56119,,"Lipska","",50.040641,19.98442,,,0,,,,
stop_276_56129,,"Lipska","",50.040688,19.981676,,,0,,,,
stop_276_56139,,"Lipska","",50.039687,19.982994,,,0,,,,
stop_277_56719,,"Kuklińskiego","",50.044529,19.973549,,,0,,,,
stop_277_56729,,"Kuklińskiego","",50.044575,19.973602,,,0,,,,
stop_278_57019,,"Plac Bohaterów Getta","",50.046605,19.955028,,,0,,,,
stop_278_57029,,"Plac Bohaterów Getta","",50.046716,19.9551,,,0,,,,
stop_279_57119,,"Korona","",50.043604,19.946683,,,0,,,,
stop_279_57129,,"Korona","",50.044052,19.947497,,,0,,,,
stop_279_57139,,"Korona","",50.044032,19.94678,,,0,,,,
stop_280_57219,,"Smolki","",50.041496,19.943119,,,0,,,,
stop_280_57229,,"Smolki","",50.041629,19.943262,,,0,,,,
stop_282_57519,,"Szwedzka","",50.046721,19.925299,,,0,,,,
stop_282_57529,,"Szwedzka","",50.046744,19.925484,,,0,,,,
stop_283_57619,,"Kapelanka","",50.044913,19.922059,,,0,,,,
stop_283_57629,,"Kapelanka","",50.045048,19.922048,,,0,,,,
stop_284_57719,,"Słomiana","",50.041404,19.9241,,,0,,,,
stop_284_57729,,"Słomiana","",50.040825,19.924547,,,0,,,,
stop_285_58419,,"Kobierzyńska","",50.03444,19.925931,,,0,,,,
stop_285_58429,,"Kobierzyńska","",50.034593,19.925986,,,0,,,,
stop_289_58919,,"Ruczaj","",50.026932,19.905181,,,0,,,,
stop_289_58929,,"Ruczaj","",50.02729,19.906125,,,0,,,,
stop_290_61019,,"Rondo Matecznego","",50.036959,19.940795,,,0,,,,
stop_290_61029,,"Rondo Matecznego","",50.035927,19.940363,,,0,,,,
stop_291_61119,,"Rzemieślnicza","",50.033644,19.938697,,,0,,,,
stop_291_61129,,"Rzemieślnicza","",50.03295,19.938389,,,0,,,,
stop_292_61219,,"Borsucza","",50.030504,19.928538,,,0,,,,
stop_292_61229,,"Borsucza","",50.03055,19.929101,,,0,,,,
stop_293_61319,,"Brożka (nż)","",50.030494,19.931874,,,0,,,,
stop_294_61419,,"PT","",50.031724,19.934092,,,0,,,,
stop_296_62319,,"Dworcowa","",50.033435,19.970294,,,0,,,,
stop_296_62329,,"Dworcowa","",50.032673,19.971078,,,0,,,,
stop_297_62419,,"Kabel","",50.027229,19.976567,,,0,,,,
stop_297_62429,,"Kabel","",50.026621,19.977231,,,0,,,,
stop_298_63019,,"Bieżanowska","",50.023027,19.981791,,,0,,,,
stop_298_63029,,"Bieżanowska","",50.023119,19.981692,,,0,,,,
stop_298_63039,,"Bieżanowska","",50.023562,19.97926,,,0,,,,
stop_298_63049,,"Bieżanowska","",50.023609,19.979431,,,0,,,,
stop_299_63219,,"Dauna","",50.018289,19.977516,,,0,,,,
stop_299_63229,,"Dauna","",50.018408,19.977585,,,0,,,,
stop_300_63419,,"Wlotowa","",50.019364,19.988113,,,0,,,,
stop_300_63429,,"Wlotowa","",50.019553,19.987851,,,0,,,,
stop_301_63719,,"Prokocim","",50.017526,19.991105,,,0,,,,
stop_301_63729,,"Prokocim","",50.017646,19.990988,,,0,,,,
stop_302_67919,,"Ćwiklińskiej","",50.016057,20.019317,,,0,,,,
stop_302_67929,,"Ćwiklińskiej","",50.015966,20.019968,,,0,,,,
stop_303_68119,,"Teligi","",50.016599,20.007159,,,0,,,,
stop_303_68129,,"Teligi","",50.016511,20.007916,,,0,,,,
stop_304_68219,,"Prokocim Szpital","",50.014443,19.998952,,,0,,,,
stop_304_68229,,"Prokocim Szpital","",50.014585,20.000171,,,0,,,,
stop_305_71519,,"Nowosądecka","",50.013455,19.964635,,,0,,,,
stop_305_71529,,"Nowosądecka","",50.013437,19.964684,,,0,,,,
stop_306_71619,,"Piaski Nowe","",50.015482,19.971574,,,0,,,,
stop_306_71629,,"Piaski Nowe","",50.015447,19.971604,,,0,,,,
stop_307_71819,,"Witosa","",50.012338,19.956857,,,0,,,,
stop_307_71829,,"Witosa","",50.012424,19.95579,,,0,,,,
stop_310_74719,,"Borek Fałęcki","",50.013101,19.927021,,,0,,,,
stop_313_86719,,"Bieńczycka","",50.075661,20.02044,,,0,,,,
stop_313_86729,,"Bieńczycka","",50.0757,20.02058,,,0,,,,
stop_314_92219,,"Łagiewniki","",50.030477,19.936964,,,0,,,,
stop_314_92229,,"Łagiewniki","",50.030486,19.937053,,,0,,,,
stop_314_92239,,"Łagiewniki","",50.029783,19.935369,,,0,,,,
stop_314_92249,,"Łagiewniki","",50.029498,19.935946,,,0,,,,
stop_314_92259,,"Łagiewniki","",50.029682,19.935452,,,0,,,,
stop_316_94619,,"Klimeckiego","",50.048976,19.967573,,,0,,,,
stop_316_94629,,"Klimeckiego","",50.049016,19.967621,,,0,,,,
stop_319_104919,,"Głowackiego","",50.07536,19.9068,,,0,,,,
stop_319_104929,,"Głowackiego","",50.075882,19.905845,,,0,,,,
stop_320_105119,,"Fort Mogiła (nż)","",50.066659,20.070794,,,0,,,,
stop_320_105129,,"Fort Mogiła (nż)","",50.066394,20.071325,,,0,,,,
stop_321_115419,,"Zabłocie","",50.0497,19.965148,,,0,,,,
stop_321_115429,,"Zabłocie","",50.049951,19.964216,,,0,,,,
stop_322_117319,,"Dworzec Główny Tunel","",50.068199,19.947649,,,0,,,,
stop_322_117329,,"Dworzec Główny Tunel","",50.068258,19.947641,,,0,,,,
stop_323_126219,,"Rzebika","",50.040429,19.992646,,,0,,,,
stop_323_126229,,"Rzebika","",50.040546,19.990871,,,0,,,,
stop_325_136019,,"Plac Wszystkich Świętych","",50.05912,19.93824,,,0,,,,
stop_325_136029,,"Plac Wszystkich Świętych","",50.059113,19.937497,,,0,,,,
stop_328_253829,,"Miśnieńska","",50.094406,20.000154,,,0,,,,
stop_329_253919,,"Rondo Hipokratesa","",50.090025,20.021395,,,0,,,,
stop_329_253929,,"Rondo Hipokratesa","",50.090094,20.021355,,,0,,,,
stop_330_254319,,"Wańkowicza","",50.086978,20.04756,,,0,,,,
stop_330_254329,,"Wańkowicza","",50.086937,20.047608,,,0,,,,
stop_331_254819,,"Suche Stawy","",50.067467,20.060033,,,0,,,,
stop_331_254829,,"Suche Stawy","",50.067515,20.059695,,,0,,,,
stop_334_258219,,"Nowy Prokocim","",50.016128,20.012098,,,0,,,,
stop_334_258229,,"Nowy Prokocim","",50.016318,20.013226,,,0,,,,
stop_335_260819,,"Dworzec Główny Zachód","",50.06783,19.945354,,,0,,,,
stop_335_260829,,"Dworzec Główny Zachód","",50.067827,19.945408,,,0,,,,
stop_338_56919,,"Limanowskiego","",50.045136,19.954882,,,0,,,,
stop_338_56929,,"Limanowskiego","",50.045,19.955911,,,0,,,,
stop_339_62119,,"Cmentarz Podgórski","",50.038989,19.964548,,,0,,,,
stop_339_62129,,"Cmentarz Podgórski","",50.038686,19.964919,,,0,,,,
stop_342_268529,,"Jarzębiny","",50.092061,20.061073,,,0,,,,
stop_343_268619,,"Lipińskiego","",50.030792,19.924804,,,0,,,,
stop_343_268629,,"Lipińskiego","",50.030738,19.924874,,,0,,,,
stop_344_268719,,"Grota-Roweckiego","",50.031867,19.920212,,,0,,,,
stop_344_268729,,"Grota-Roweckiego","",50.031593,19.921162,,,0,,,,
stop_345_268819,,"Norymberska","",50.029809,19.912225,,,0,,,,
stop_345_268829,,"Norymberska","",50.030129,19.913131,,,0,,,,
stop_346_269019,,"Kampus UJ","",50.024044,19.901485,,,0,,,,
stop_346_269029,,"Kampus UJ","",50.024685,19.901995,,,0,,,,
stop_353_274419,,"Plac Centralny im. R.Reagana","",50.071704,20.035631,,,0,,,,
stop_353_274429,,"Plac Centralny im. R.Reagana","",50.072961,20.036331,,,0,,,,
stop_353_274439,,"Plac Centralny im. R.Reagana","",50.072556,20.038845,,,0,,,,
stop_353_274449,,"Plac Centralny im. R.Reagana","",50.071283,20.038494,,,0,,,,
stop_354_274519,,"Rondo Kocmyrzowskie im. Ks. Gorzelanego","",50.080257,20.026561,,,0,,,,
stop_354_274529,,"Rondo Kocmyrzowskie im. Ks. Gorzelanego","",50.07905,20.026486,,,0,,,,
stop_354_274539,,"Rondo Kocmyrzowskie im. Ks. Gorzelanego","",50.080062,20.028408,,,0,,,,
stop_354_274549,,"Rondo Kocmyrzowskie im. Ks. Gorzelanego","",50.079056,20.02806,,,0,,,,
stop_361_282119,,"Łagiewniki ZUS","",50.024577,19.933922,,,0,,,,
stop_386_285919,,"Teatr Variété","",50.058858,19.962529,,,0,,,,
stop_386_285929,,"Teatr Variété","",50.058827,19.962374,,,0,,,,
stop_424_287019,,"Dworzec Płaszów Estakada","",50.033556,19.977196,,,0,,,,
stop_424_287029,,"Dworzec Płaszów Estakada","",50.033468,19.976946,,,0,,,,
stop_568_303219,,"Stary Kleparz","",50.066314,19.939721,,,0,,,,
stop_568_303229,,"Stary Kleparz","",50.066234,19.938562,,,0,,,,
stop_568_303239,,"Stary Kleparz","",50.06666,19.93895,,,0,,,,
stop_570_303619,,"Szpital Narutowicza","",50.080794,19.93763,,,0,,,,
stop_570_303629,,"Szpital Narutowicza","",50.080625,19.937974,,,0,,,,
stop_571_303719,,"Cienista","",50.08539,20.03852,,,0,,,,
stop_571_303729,,"Cienista","",50.08492,20.03772,,,0,,,,
stop_572_303819,,"Czerwone Maki P+R","",50.017986,19.889106,,,0,,,,
stop_574_21,,"TAURON Arena Kraków Wieczysta","",50.071944,19.984845,,,0,,,,
stop_574_304039,,"TAURON Arena Kraków Wieczysta","",50.072108,19.985169,,,0,,,,
stop_575_304119,,"Rondo 308. Dywizjonu","",50.067352,20.005379,,,0,,,,
stop_575_304129,,"Rondo 308. Dywizjonu","",50.067398,20.005374,,,0,,,,
stop_820_315819,,"Podgórze SKA","",50.042438,19.960723,,,0,,,,
stop_820_315829,,"Podgórze SKA","",50.04184,19.961425,,,0,,,,
stop_840_317519,,"Nowy Bieżanów P+R","",50.015608,20.023053,,,0,,,,
stop_841_317619,,"Kurdwanów P+R","",50.01356,19.95042,,,0,,,,
stop_841_317630,,"Kurdwanów P+R","",50.01407,19.94809,,,0,,,,
stop_841_317639,,"Kurdwanów P+R","",50.01409,19.94783,,,0,,,,
stop_841_317650,,"Kurdwanów P+R","",50.01359,19.95044,,,0,,,,
stop_852_324219,,"Teatr Słowackiego","",50.064609,19.945628,,,0,,,,
stop_852_324229,,"Teatr Słowackiego","",50.064792,19.944409,,,0,,,,
stop_852_324239,,"Teatr Słowackiego","",50.064192,19.94499,,,0,,,,
stop_852_324249,,"Teatr Słowackiego","",50.065006,19.94518,,,0,,,,
stop_952_331019,,"Mały Płaszów P+R","",50.040064,20.001498,,,0,,,,
stop_957_333819,,"Rondo Grunwaldzkie","",50.048567,19.930917,,,0,,,,
stop_1058_345919,,"Bronowice SKA","",50.081331,19.889698,,,0,,,,
stop_1058_345929,,"Bronowice SKA","",50.081524,19.888593,,,0,,,,
stop_1076_317419,,"Giedroycia (nż)","",50.06462,20.08447,,,0,,,,
stop_1076_317429,,"Giedroycia (nż)","",50.06473,20.08479,,,0,,,,
stop_1102_347019,,"św. Gertrudy","",50.058627,19.940988,,,0,,,,
stop_1102_347029,,"św. Gertrudy","",50.058486,19.940838,,,0,,,,
stop_1103_347119,,"św. Wawrzyńca","",50.051131,19.951064,,,0,,,,
stop_1103_347129,,"św. Wawrzyńca","",50.051415,19.950829,,,0,,,,
stop_1105_347319,,"TAURON Arena Kraków al. Pokoju","",50.064188,19.988978,,,0,,,,
stop_1105_347329,,"TAURON Arena Kraków al. Pokoju","",50.064416,19.990077,,,0,,,,
stop_1234_362119,,"Muzeum Fotografii","",50.070486,19.954281,,,0,,,,
stop_1234_362129,,"Muzeum Fotografii","",50.070982,19.954592,,,0,,,,
stop_1280_364319,,"Łagiewniki SKA","",50.02032,19.9317,,,0,,,,
stop_1280_364329,,"Łagiewniki SKA","",50.022103,19.932601,,,0,,,,
stop_1280_364339,,"Łagiewniki SKA","",50.02111,19.93288,,,0,,,,
stop_1280_364359,,"Łagiewniki SKA","",50.0221,19.93254,,,0,,,,
stop_1342_364619,,"Sanktuarium Bożego Miłosierdzia","",50.01777,19.93626,,,0,,,,
stop_1342_364629,,"Sanktuarium Bożego Miłosierdzia","",50.01779,19.93633,,,0,,,,
stop_1343_364719,,"Turowicza","",50.01506,19.94439,,,0,,,,
stop_1343_364729,,"Turowicza","",50.01511,19.94435,,,0,,,,
stop_1486_372419,,"Krowodrza Górka P+R","",50.088958,19.932816,,,0,,,,
stop_1486_372429,,"Krowodrza Górka P+R","",50.088752,19.93274,,,0,,,,
stop_1486_372439,,"Krowodrza Górka P+R","",50.089389,19.93163,,,0,,,,
stop_1488_3319,,"Siewna Wiadukt","",50.09583,19.94816,,,0,,,,
stop_1488_3329,,"Siewna Wiadukt","",50.09599,19.94751,,,0,,,,
stop_1489_127119,,"Białoprądnicka","",50.09499,19.93486,,,0,,,,
stop_1489_127129,,"Białoprądnicka","",50.09485,19.9352,,,0,,,,
stop_1490_366219,,"Górnickiego","",50.09598,19.94142,,,0,,,,
stop_1490_366229,,"Górnickiego","",50.09617,19.94202,,,0,,,,
stop_1491_372319,,"Pachońskiego P+R","",50.09416,19.92983,,,0,,,,
stop_1491_372329,,"Pachońskiego P+R","",50.09379,19.93005,,,0,,,,
stop_1492_372619,,"Kuźnicy Kołłątajowskiej","",50.09801,19.9561,,,0,,,,
stop_1492_372629,,"Kuźnicy Kołłątajowskiej","",50.09766,19.95603,,,0,,,,
stop_1493_373019,,"Bociana","",50.09505,19.95446,,,0,,,,
stop_1493_373029,,"Bociana","",50.09514,19.95394,,,0,,,,
stop_1494_373119,,"Papierni Prądnickich","",50.1019,19.95743,,,0,,,,
stop_1494_373129,,"Papierni Prądnickich","",50.10163,19.9573,,,0,,,,
stop_1495_373519,,"Muzeum Lotnictwa Polskiego","",50.07352,19.990472,,,0,,,,
stop_1495_373529,,"Muzeum Lotnictwa Polskiego","",50.073539,19.990254,,,0,,,,
stop_1552_378519,,"Górka Narodowa P+R","",50.104864,19.96247,,,0,,,,
stop_1554_380819,,"UKEN","",50.074123,19.910791,,,0,,,,
stop_1554_380829,,"UKEN","",50.07426,19.909991,,,0,,,,
stop_1556_381019,,"Ogród Doświadczeń","",50.065658,19.997488,,,0,,,,
stop_1556_381029,,"Ogród Doświadczeń","",50.065502,19.996324,,,0,,,,
